TIME     I(1.660000000e+01,1.100000000e+01,12) Vin(2.520000000e+00,2.190000000e+00) 
4.907545000e-03  1.785710000e-01 9.696970000e-01 
4.917540000e-03  1.785710000e-01 9.696970000e-01 
4.927535000e-03  1.785710000e-01 9.696970000e-01 
4.937530000e-03  1.785710000e-01 9.393940000e-01 
4.947525000e-03  1.785710000e-01 9.696970000e-01 
4.957520000e-03  1.785710000e-01 9.696970000e-01 
4.967515000e-03  1.785710000e-01 9.696970000e-01 
4.977510000e-03  1.785710000e-01 9.696970000e-01 
4.987505000e-03  1.785710000e-01 9.696970000e-01 
4.997500000e-03  1.428570000e-01 9.393940000e-01 
5.007495000e-03  1.785710000e-01 9.696970000e-01 
5.017490000e-03  1.785710000e-01 9.696970000e-01 
5.027485000e-03  1.785710000e-01 9.393940000e-01 
5.037480000e-03  1.785710000e-01 9.696970000e-01 
5.047475000e-03  1.785710000e-01 9.696970000e-01 
5.057470000e-03  1.785710000e-01 9.696970000e-01 
5.067465000e-03  1.785710000e-01 9.696970000e-01 
5.077460000e-03  1.785710000e-01 9.696970000e-01 
5.087455000e-03  1.785710000e-01 9.696970000e-01 
5.097450000e-03  1.785710000e-01 9.696970000e-01 
5.107445000e-03  1.785710000e-01 9.696970000e-01 
5.117440000e-03  1.785710000e-01 9.696970000e-01 
5.127435000e-03  1.428570000e-01 9.696970000e-01 
5.137430000e-03  1.785710000e-01 9.696970000e-01 
5.147425000e-03  1.785710000e-01 9.696970000e-01 
5.157420000e-03  1.428570000e-01 9.696970000e-01 
5.167415000e-03  1.785710000e-01 9.696970000e-01 
5.177410000e-03  1.785710000e-01 9.696970000e-01 
5.187405000e-03  1.785710000e-01 9.696970000e-01 
5.197400000e-03  1.785710000e-01 9.696970000e-01 
5.207395000e-03  1.785710000e-01 9.696970000e-01 
5.217390000e-03  1.785710000e-01 9.696970000e-01 
5.227385000e-03  1.785710000e-01 9.696970000e-01 
5.237380000e-03  1.785710000e-01 9.696970000e-01 
5.247375000e-03  1.785710000e-01 9.696970000e-01 
5.257370000e-03  1.785710000e-01 9.696970000e-01 
5.267365000e-03  1.785710000e-01 9.696970000e-01 
5.277360000e-03  1.785710000e-01 9.696970000e-01 
5.287355000e-03  1.785710000e-01 9.696970000e-01 
5.297350000e-03  1.785710000e-01 9.696970000e-01 
5.307345000e-03  1.785710000e-01 9.696970000e-01 
5.317340000e-03  0.000000000e+00 8.484850000e-01 
5.327335000e-03  1.785710000e-01 9.696970000e-01 
5.337330000e-03  1.785710000e-01 9.696970000e-01 
5.347325000e-03  1.785710000e-01 9.696970000e-01 
5.357320000e-03  1.785710000e-01 9.696970000e-01 
5.367315000e-03  1.785710000e-01 9.696970000e-01 
5.377310000e-03  1.785710000e-01 9.696970000e-01 
5.387305000e-03  1.785710000e-01 9.696970000e-01 
5.397300000e-03  1.785710000e-01 9.696970000e-01 
5.407295000e-03  1.785710000e-01 9.696970000e-01 
5.417290000e-03  1.785710000e-01 9.696970000e-01 
5.427285000e-03  1.785710000e-01 9.696970000e-01 
5.437280000e-03  1.785710000e-01 9.696970000e-01 
5.447275000e-03  1.785710000e-01 9.393940000e-01 
5.457270000e-03  1.785710000e-01 9.696970000e-01 
5.467265000e-03  1.785710000e-01 9.696970000e-01 
5.477260000e-03  1.785710000e-01 9.696970000e-01 
5.487255000e-03  1.785710000e-01 9.696970000e-01 
5.497250000e-03  1.785710000e-01 9.696970000e-01 
5.507245000e-03  1.785710000e-01 9.696970000e-01 
5.517240000e-03  1.785710000e-01 9.696970000e-01 
5.527235000e-03  1.785710000e-01 9.696970000e-01 
5.537230000e-03  1.785710000e-01 9.696970000e-01 
5.547225000e-03  1.785710000e-01 9.696970000e-01 
5.557220000e-03  1.785710000e-01 9.696970000e-01 
5.567215000e-03  1.785710000e-01 7.575760000e-01 
5.577210000e-03  1.785710000e-01 4.242420000e-01 
5.587205000e-03  1.785710000e-01 2.727270000e-01 
5.597200000e-03  2.142860000e-01 1.818180000e-01 
5.607195000e-03  2.142860000e-01 9.090910000e-02 
5.617190000e-03  2.142860000e-01 9.090910000e-02 
5.627185000e-03  2.142860000e-01 9.090910000e-02 
5.637180000e-03  2.500000000e-01 6.060610000e-02 
5.647175000e-03  2.500000000e-01 6.060610000e-02 
5.657170000e-03  2.500000000e-01 6.060610000e-02 
5.667165000e-03  2.857140000e-01 6.060610000e-02 
5.677160000e-03  2.857140000e-01 6.060610000e-02 
5.687155000e-03  2.857140000e-01 3.030300000e-02 
5.697150000e-03  3.214290000e-01 6.060610000e-02 
5.707145000e-03  3.214290000e-01 3.030300000e-02 
5.717140000e-03  3.214290000e-01 6.060610000e-02 
5.727135000e-03  3.571430000e-01 3.030300000e-02 
5.737130000e-03  3.571430000e-01 6.060610000e-02 
5.747125000e-03  3.928570000e-01 3.030300000e-02 
5.757120000e-03  4.285710000e-01 3.030300000e-02 
5.767115000e-03  4.285710000e-01 6.060610000e-02 
5.777110000e-03  4.285710000e-01 3.030300000e-02 
5.787105000e-03  4.642860000e-01 3.030300000e-02 
5.797100000e-03  4.642860000e-01 6.060610000e-02 
5.807095000e-03  5.000000000e-01 6.060610000e-02 
5.817090000e-03  5.000000000e-01 3.030300000e-02 
5.827085000e-03  5.357140000e-01 3.030300000e-02 
5.837080000e-03  5.357140000e-01 3.030300000e-02 
5.847075000e-03  5.714290000e-01 3.030300000e-02 
5.857070000e-03  5.714290000e-01 3.030300000e-02 
5.867065000e-03  6.071430000e-01 3.030300000e-02 
5.877060000e-03  6.071430000e-01 6.060610000e-02 
5.887055000e-03  6.428570000e-01 3.030300000e-02 
5.897050000e-03  6.428570000e-01 3.030300000e-02 
5.907045000e-03  6.428570000e-01 3.030300000e-02 
5.917040000e-03  6.785710000e-01 3.030300000e-02 
5.927035000e-03  6.785710000e-01 6.060610000e-02 
5.937030000e-03  6.785710000e-01 3.030300000e-02 
5.947025000e-03  7.500000000e-01 6.060610000e-02 
5.957020000e-03  7.142860000e-01 3.030300000e-02 
5.967015000e-03  7.500000000e-01 3.030300000e-02 
5.977010000e-03  7.500000000e-01 3.030300000e-02 
5.987005000e-03  7.500000000e-01 3.030300000e-02 
5.997000000e-03  7.500000000e-01 6.060610000e-02 
6.006995000e-03  7.857140000e-01 3.030300000e-02 
6.016990000e-03  7.857140000e-01 3.030300000e-02 
6.026985000e-03  7.857140000e-01 3.030300000e-02 
6.036980000e-03  8.214290000e-01 6.060610000e-02 
6.046975000e-03  8.214290000e-01 3.030300000e-02 
6.056970000e-03  7.857140000e-01 3.030300000e-02 
6.066965000e-03  8.214290000e-01 3.030300000e-02 
6.076960000e-03  8.571430000e-01 6.060610000e-02 
6.086955000e-03  8.571430000e-01 3.030300000e-02 
6.096950000e-03  8.571430000e-01 6.060610000e-02 
6.106945000e-03  8.571430000e-01 3.030300000e-02 
6.116940000e-03  8.571430000e-01 3.030300000e-02 
6.126935000e-03  8.571430000e-01 3.030300000e-02 
6.136930000e-03  8.571430000e-01 6.060610000e-02 
6.146925000e-03  8.571430000e-01 3.030300000e-02 
6.156920000e-03  8.571430000e-01 3.030300000e-02 
6.166915000e-03  8.571430000e-01 6.060610000e-02 
6.176910000e-03  8.571430000e-01 6.060610000e-02 
6.186905000e-03  8.571430000e-01 3.030300000e-02 
6.196900000e-03  8.571430000e-01 3.030300000e-02 
6.206895000e-03  8.571430000e-01 3.030300000e-02 
6.216890000e-03  8.571430000e-01 3.030300000e-02 
6.226885000e-03  8.214290000e-01 6.060610000e-02 
6.236880000e-03  8.214290000e-01 3.030300000e-02 
6.246875000e-03  8.214290000e-01 3.030300000e-02 
6.256870000e-03  8.214290000e-01 3.030300000e-02 
6.266865000e-03  8.214290000e-01 3.030300000e-02 
6.276860000e-03  8.214290000e-01 3.030300000e-02 
6.286855000e-03  7.857140000e-01 6.060610000e-02 
6.296850000e-03  7.857140000e-01 3.030300000e-02 
6.306845000e-03  7.857140000e-01 3.030300000e-02 
6.316840000e-03  7.857140000e-01 6.060610000e-02 
6.326835000e-03  7.857140000e-01 6.060610000e-02 
6.336830000e-03  7.857140000e-01 3.030300000e-02 
6.346825000e-03  7.857140000e-01 6.060610000e-02 
6.356820000e-03  7.500000000e-01 6.060610000e-02 
6.366815000e-03  7.500000000e-01 3.030300000e-02 
6.376810000e-03  7.500000000e-01 3.030300000e-02 
6.386805000e-03  7.142860000e-01 3.030300000e-02 
6.396800000e-03  7.142860000e-01 3.030300000e-02 
6.406795000e-03  7.142860000e-01 6.060610000e-02 
6.416790000e-03  6.785710000e-01 6.060610000e-02 
6.426785000e-03  6.785710000e-01 3.030300000e-02 
6.436780000e-03  6.785710000e-01 3.030300000e-02 
6.446775000e-03  6.785710000e-01 6.060610000e-02 
6.456770000e-03  6.785710000e-01 6.060610000e-02 
6.466765000e-03  6.428570000e-01 3.030300000e-02 
6.476760000e-03  6.428570000e-01 6.060610000e-02 
6.486755000e-03  6.428570000e-01 3.030300000e-02 
6.496750000e-03  6.428570000e-01 6.060610000e-02 
6.506745000e-03  6.071430000e-01 3.030300000e-02 
6.516740000e-03  6.071430000e-01 6.060610000e-02 
6.526735000e-03  6.071430000e-01 3.030300000e-02 
6.536730000e-03  6.071430000e-01 6.060610000e-02 
6.546725000e-03  5.714290000e-01 3.030300000e-02 
6.556720000e-03  5.714290000e-01 3.030300000e-02 
6.566715000e-03  5.714290000e-01 3.030300000e-02 
6.576710000e-03  5.714290000e-01 3.030300000e-02 
6.586705000e-03  5.714290000e-01 3.030300000e-02 
6.596700000e-03  5.714290000e-01 6.060610000e-02 
6.606695000e-03  5.357140000e-01 6.060610000e-02 
6.616690000e-03  5.357140000e-01 6.060610000e-02 
6.626685000e-03  5.357140000e-01 3.030300000e-02 
6.636680000e-03  5.357140000e-01 3.030300000e-02 
6.646675000e-03  5.357140000e-01 6.060610000e-02 
6.656670000e-03  5.357140000e-01 3.030300000e-02 
6.666665000e-03  5.357140000e-01 3.030300000e-02 
6.676660000e-03  5.357140000e-01 3.030300000e-02 
6.686655000e-03  5.357140000e-01 3.030300000e-02 
6.696650000e-03  5.000000000e-01 3.030300000e-02 
6.706645000e-03  5.000000000e-01 3.030300000e-02 
6.716640000e-03  5.000000000e-01 3.030300000e-02 
6.726635000e-03  5.000000000e-01 3.030300000e-02 
6.736630000e-03  5.000000000e-01 3.030300000e-02 
6.746625000e-03  5.000000000e-01 3.030300000e-02 
6.756620000e-03  5.000000000e-01 6.060610000e-02 
6.766615000e-03  5.000000000e-01 3.030300000e-02 
6.776610000e-03  5.000000000e-01 3.030300000e-02 
6.786605000e-03  5.000000000e-01 3.030300000e-02 
6.796600000e-03  5.714290000e-01 6.060610000e-02 
6.806595000e-03  5.000000000e-01 3.030300000e-02 
6.816590000e-03  5.000000000e-01 3.030300000e-02 
6.826585000e-03  5.000000000e-01 3.030300000e-02 
6.836580000e-03  5.000000000e-01 3.030300000e-02 
6.846575000e-03  5.000000000e-01 3.030300000e-02 
6.856570000e-03  5.357140000e-01 3.030300000e-02 
6.866565000e-03  5.357140000e-01 3.030300000e-02 
6.876560000e-03  5.000000000e-01 3.636360000e-01 
6.886555000e-03  5.000000000e-01 6.363640000e-01 
6.896550000e-03  5.000000000e-01 7.878790000e-01 
6.906545000e-03  5.000000000e-01 8.787880000e-01 
6.916540000e-03  5.000000000e-01 9.393940000e-01 
6.926535000e-03  5.000000000e-01 9.393940000e-01 
6.936530000e-03  5.000000000e-01 9.696970000e-01 
6.946525000e-03  5.000000000e-01 9.393940000e-01 
6.956520000e-03  4.642860000e-01 9.696970000e-01 
6.966515000e-03  4.642860000e-01 9.696970000e-01 
6.976510000e-03  4.642860000e-01 9.696970000e-01 
6.986505000e-03  4.642860000e-01 9.696970000e-01 
6.996500000e-03  4.642860000e-01 9.696970000e-01 
7.006495000e-03  4.285710000e-01 9.696970000e-01 
7.016490000e-03  4.285710000e-01 9.696970000e-01 
7.026485000e-03  4.285710000e-01 9.696970000e-01 
7.036480000e-03  4.285710000e-01 9.696970000e-01 
7.046475000e-03  4.285710000e-01 9.696970000e-01 
7.056470000e-03  3.928570000e-01 9.696970000e-01 
7.066465000e-03  3.928570000e-01 9.393940000e-01 
7.076460000e-03  3.928570000e-01 9.696970000e-01 
7.086455000e-03  3.928570000e-01 9.696970000e-01 
7.096450000e-03  3.571430000e-01 9.696970000e-01 
7.106445000e-03  3.571430000e-01 9.696970000e-01 
7.116440000e-03  3.571430000e-01 9.696970000e-01 
7.126435000e-03  3.571430000e-01 9.696970000e-01 
7.136430000e-03  3.571430000e-01 9.393940000e-01 
7.146425000e-03  3.214290000e-01 9.696970000e-01 
7.156420000e-03  3.571430000e-01 9.696970000e-01 
7.166415000e-03  3.214290000e-01 9.696970000e-01 
7.176410000e-03  3.214290000e-01 9.696970000e-01 
7.186405000e-03  3.214290000e-01 9.393940000e-01 
7.196400000e-03  3.214290000e-01 9.393940000e-01 
7.206395000e-03  3.214290000e-01 9.696970000e-01 
7.216390000e-03  2.857140000e-01 9.696970000e-01 
7.226385000e-03  2.857140000e-01 9.393940000e-01 
7.236380000e-03  2.857140000e-01 9.393940000e-01 
7.246375000e-03  2.857140000e-01 9.696970000e-01 
7.256370000e-03  2.857140000e-01 9.393940000e-01 
7.266365000e-03  2.500000000e-01 9.393940000e-01 
7.276360000e-03  2.500000000e-01 9.696970000e-01 
7.286355000e-03  2.500000000e-01 9.696970000e-01 
7.296350000e-03  2.500000000e-01 9.696970000e-01 
7.306345000e-03  2.500000000e-01 9.696970000e-01 
7.316340000e-03  2.500000000e-01 9.696970000e-01 
7.326335000e-03  2.142860000e-01 9.696970000e-01 
7.336330000e-03  2.142860000e-01 9.696970000e-01 
7.346325000e-03  2.142860000e-01 9.696970000e-01 
7.356320000e-03  2.142860000e-01 9.696970000e-01 
7.366315000e-03  2.142860000e-01 9.696970000e-01 
7.376310000e-03  1.785710000e-01 9.696970000e-01 
7.386305000e-03  2.142860000e-01 9.696970000e-01 
7.396300000e-03  1.785710000e-01 9.696970000e-01 
7.406295000e-03  1.785710000e-01 9.696970000e-01 
7.416290000e-03  1.785710000e-01 9.696970000e-01 
7.426285000e-03  1.785710000e-01 9.696970000e-01 
7.436280000e-03  1.785710000e-01 9.696970000e-01 
7.446275000e-03  1.428570000e-01 9.696970000e-01 
7.456270000e-03  1.428570000e-01 9.696970000e-01 
7.466265000e-03  1.428570000e-01 9.696970000e-01 
7.476260000e-03  1.428570000e-01 9.393940000e-01 
7.486255000e-03  1.428570000e-01 9.696970000e-01 
7.496250000e-03  1.428570000e-01 9.696970000e-01 
7.506245000e-03  1.428570000e-01 9.696970000e-01 
7.516240000e-03  1.428570000e-01 9.696970000e-01 
7.526235000e-03  1.428570000e-01 9.696970000e-01 
7.536230000e-03  1.071430000e-01 9.393940000e-01 
7.546225000e-03  1.071430000e-01 9.393940000e-01 
7.556220000e-03  1.428570000e-01 9.696970000e-01 
7.566215000e-03  1.071430000e-01 9.696970000e-01 
7.576210000e-03  1.071430000e-01 9.393940000e-01 
7.586205000e-03  1.071430000e-01 9.696970000e-01 
7.596200000e-03  1.071430000e-01 9.696970000e-01 
7.606195000e-03  1.071430000e-01 9.696970000e-01 
7.616190000e-03  1.071430000e-01 9.696970000e-01 
7.626185000e-03  1.071430000e-01 9.696970000e-01 
7.636180000e-03  1.071430000e-01 9.696970000e-01 
7.646175000e-03  1.071430000e-01 9.696970000e-01 
7.656170000e-03  1.071430000e-01 9.696970000e-01 
7.666165000e-03  1.071430000e-01 9.393940000e-01 
7.676160000e-03  1.071430000e-01 9.696970000e-01 
7.686155000e-03  1.071430000e-01 9.696970000e-01 
7.696150000e-03  1.428570000e-01 9.696970000e-01 
7.706145000e-03  1.071430000e-01 9.696970000e-01 
7.716140000e-03  1.071430000e-01 9.696970000e-01 
7.726135000e-03  1.071430000e-01 9.393940000e-01 
7.736130000e-03  1.071430000e-01 9.696970000e-01 
7.746125000e-03  1.071430000e-01 9.696970000e-01 
7.756120000e-03  1.071430000e-01 9.696970000e-01 
7.766115000e-03  1.071430000e-01 9.696970000e-01 
7.776110000e-03  1.071430000e-01 9.696970000e-01 
7.786105000e-03  1.071430000e-01 9.696970000e-01 
7.796100000e-03  1.071430000e-01 9.696970000e-01 
7.806095000e-03  1.071430000e-01 9.696970000e-01 
7.816090000e-03  1.428570000e-01 9.696970000e-01 
7.826085000e-03  1.071430000e-01 9.393940000e-01 
7.836080000e-03  1.428570000e-01 9.696970000e-01 
7.846075000e-03  1.428570000e-01 9.696970000e-01 
7.856070000e-03  1.071430000e-01 9.393940000e-01 
7.866065000e-03  1.428570000e-01 9.696970000e-01 
7.876060000e-03  1.428570000e-01 9.696970000e-01 
7.886055000e-03  1.428570000e-01 9.696970000e-01 
7.896050000e-03  1.428570000e-01 9.696970000e-01 
7.906045000e-03  1.428570000e-01 9.696970000e-01 
7.916040000e-03  1.428570000e-01 9.696970000e-01 
7.926035000e-03  1.428570000e-01 9.696970000e-01 
7.936030000e-03  1.785710000e-01 9.696970000e-01 
7.946025000e-03  1.428570000e-01 9.696970000e-01 
7.956020000e-03  1.428570000e-01 9.696970000e-01 
7.966015000e-03  1.785710000e-01 9.696970000e-01 
7.976010000e-03  1.785710000e-01 9.696970000e-01 
7.986005000e-03  1.071430000e-01 9.393940000e-01 
7.996000000e-03  1.785710000e-01 9.696970000e-01 
8.005995000e-03  1.785710000e-01 9.696970000e-01 
8.015990000e-03  1.785710000e-01 9.696970000e-01 
8.025985000e-03  1.785710000e-01 9.696970000e-01 
8.035980000e-03  1.785710000e-01 9.696970000e-01 
8.045975000e-03  1.785710000e-01 9.696970000e-01 
8.055970000e-03  1.785710000e-01 9.696970000e-01 
8.065965000e-03  2.142860000e-01 9.696970000e-01 
8.075960000e-03  1.785710000e-01 9.696970000e-01 
8.085955000e-03  1.785710000e-01 9.696970000e-01 
8.095950000e-03  2.142860000e-01 9.393940000e-01 
8.105945000e-03  2.142860000e-01 9.696970000e-01 
8.115940000e-03  1.785710000e-01 9.393940000e-01 
8.125935000e-03  2.142860000e-01 9.696970000e-01 
8.135930000e-03  2.142860000e-01 9.696970000e-01 
8.145925000e-03  7.142860000e-02 9.393940000e-01 
8.155920000e-03  2.142860000e-01 9.696970000e-01 
8.165915000e-03  2.142860000e-01 9.696970000e-01 
8.175910000e-03  2.142860000e-01 9.696970000e-01 
8.185905000e-03  2.142860000e-01 9.696970000e-01 
8.195900000e-03  2.142860000e-01 9.696970000e-01 
8.205895000e-03  2.142860000e-01 9.696970000e-01 
8.215890000e-03  2.142860000e-01 9.696970000e-01 
8.225885000e-03  2.142860000e-01 9.696970000e-01 
8.235880000e-03  2.142860000e-01 9.696970000e-01 
8.245875000e-03  2.142860000e-01 9.393940000e-01 
8.255870000e-03  2.142860000e-01 9.696970000e-01 
8.265865000e-03  2.142860000e-01 9.696970000e-01 
8.275860000e-03  2.142860000e-01 9.696970000e-01 
8.285855000e-03  2.142860000e-01 9.696970000e-01 
8.295850000e-03  2.142860000e-01 9.393940000e-01 
8.305845000e-03  2.142860000e-01 9.696970000e-01 
8.315840000e-03  2.142860000e-01 9.696970000e-01 
8.325835000e-03  2.142860000e-01 9.696970000e-01 
8.335830000e-03  2.142860000e-01 9.696970000e-01 
8.345825000e-03  2.142860000e-01 9.696970000e-01 
8.355820000e-03  2.142860000e-01 9.696970000e-01 
8.365815000e-03  2.142860000e-01 9.696970000e-01 
8.375810000e-03  2.142860000e-01 9.696970000e-01 
8.385805000e-03  2.142860000e-01 9.696970000e-01 
8.395800000e-03  2.142860000e-01 9.696970000e-01 
8.405795000e-03  2.142860000e-01 9.696970000e-01 
8.415790000e-03  2.142860000e-01 9.696970000e-01 
8.425785000e-03  2.142860000e-01 9.696970000e-01 
8.435780000e-03  1.428570000e-01 9.393940000e-01 
8.445775000e-03  2.142860000e-01 9.696970000e-01 
8.455770000e-03  2.142860000e-01 9.393940000e-01 
8.465765000e-03  2.142860000e-01 9.696970000e-01 
8.475760000e-03  2.142860000e-01 9.696970000e-01 
8.485755000e-03  2.142860000e-01 9.696970000e-01 
8.495750000e-03  2.142860000e-01 9.696970000e-01 
8.505745000e-03  2.142860000e-01 9.696970000e-01 
8.515740000e-03  2.142860000e-01 9.393940000e-01 
8.525735000e-03  2.142860000e-01 9.393940000e-01 
8.535730000e-03  1.785710000e-01 9.393940000e-01 
8.545725000e-03  1.785710000e-01 9.696970000e-01 
8.555720000e-03  2.142860000e-01 9.696970000e-01 
8.565715000e-03  1.785710000e-01 9.696970000e-01 
8.575710000e-03  1.785710000e-01 9.696970000e-01 
8.585705000e-03  1.785710000e-01 9.696970000e-01 
8.595700000e-03  1.785710000e-01 9.696970000e-01 
8.605695000e-03  1.785710000e-01 9.696970000e-01 
8.615690000e-03  1.785710000e-01 9.696970000e-01 
8.625685000e-03  1.785710000e-01 9.696970000e-01 
8.635680000e-03  1.785710000e-01 9.696970000e-01 
8.645675000e-03  1.785710000e-01 9.696970000e-01 
8.655670000e-03  1.785710000e-01 9.696970000e-01 
8.665665000e-03  1.785710000e-01 9.696970000e-01 
8.675660000e-03  1.785710000e-01 9.696970000e-01 
8.685655000e-03  1.785710000e-01 9.696970000e-01 
8.695650000e-03  1.785710000e-01 9.696970000e-01 
8.705645000e-03  1.785710000e-01 9.696970000e-01 
8.715640000e-03  1.785710000e-01 9.393940000e-01 
8.725635000e-03  1.785710000e-01 9.696970000e-01 
8.735630000e-03  1.785710000e-01 9.696970000e-01 
8.745625000e-03  1.785710000e-01 9.696970000e-01 
8.755620000e-03  1.785710000e-01 9.696970000e-01 
8.765615000e-03  1.785710000e-01 9.696970000e-01 
8.775610000e-03  1.785710000e-01 9.696970000e-01 
8.785605000e-03  1.785710000e-01 9.696970000e-01 
8.795600000e-03  1.785710000e-01 9.696970000e-01 
8.805595000e-03  1.785710000e-01 9.696970000e-01 
8.815590000e-03  1.785710000e-01 9.696970000e-01 
8.825585000e-03  1.785710000e-01 9.696970000e-01 
8.835580000e-03  1.785710000e-01 9.696970000e-01 
8.845575000e-03  1.785710000e-01 9.696970000e-01 
8.855570000e-03  1.785710000e-01 9.393940000e-01 
8.865565000e-03  1.785710000e-01 9.696970000e-01 
8.875560000e-03  1.785710000e-01 9.393940000e-01 
8.885555000e-03  2.142860000e-01 9.696970000e-01 
8.895550000e-03  1.785710000e-01 9.393940000e-01 
8.905545000e-03  1.785710000e-01 9.696970000e-01 
8.915540000e-03  1.785710000e-01 9.696970000e-01 
8.925535000e-03  1.785710000e-01 9.696970000e-01 
8.935530000e-03  1.785710000e-01 9.696970000e-01 
8.945525000e-03  1.785710000e-01 9.696970000e-01 
8.955520000e-03  1.785710000e-01 9.696970000e-01 
8.965515000e-03  1.785710000e-01 9.696970000e-01 
8.975510000e-03  1.785710000e-01 9.696970000e-01 
8.985505000e-03  1.785710000e-01 9.696970000e-01 
8.995500000e-03  1.785710000e-01 9.696970000e-01 
9.005495000e-03  1.785710000e-01 9.696970000e-01 
9.015490000e-03  1.785710000e-01 9.696970000e-01 
9.025485000e-03  1.785710000e-01 9.696970000e-01 
9.035480000e-03  1.785710000e-01 9.393940000e-01 
9.045475000e-03  1.785710000e-01 9.696970000e-01 
9.055470000e-03  1.785710000e-01 9.696970000e-01 
9.065465000e-03  1.785710000e-01 9.696970000e-01 
9.075460000e-03  1.785710000e-01 9.696970000e-01 
9.085455000e-03  1.785710000e-01 9.696970000e-01 
9.095450000e-03  1.785710000e-01 9.696970000e-01 
9.105445000e-03  1.785710000e-01 9.696970000e-01 
9.115440000e-03  1.785710000e-01 9.696970000e-01 
9.125435000e-03  1.785710000e-01 9.696970000e-01 
9.135430000e-03  1.785710000e-01 9.393940000e-01 
9.145425000e-03  1.785710000e-01 9.696970000e-01 
9.155420000e-03  1.785710000e-01 9.696970000e-01 
9.165415000e-03  1.785710000e-01 9.696970000e-01 
9.175410000e-03  2.142860000e-01 9.696970000e-01 
9.185405000e-03  1.785710000e-01 9.696970000e-01 
9.195400000e-03  1.785710000e-01 9.696970000e-01 
9.205395000e-03  1.785710000e-01 9.696970000e-01 
9.215390000e-03  1.785710000e-01 9.696970000e-01 
9.225385000e-03  1.785710000e-01 9.696970000e-01 
9.235380000e-03  1.785710000e-01 9.696970000e-01 
9.245375000e-03  1.785710000e-01 9.696970000e-01 
9.255370000e-03  1.785710000e-01 9.696970000e-01 
9.265365000e-03  1.785710000e-01 9.696970000e-01 
9.275360000e-03  1.785710000e-01 9.696970000e-01 
9.285355000e-03  1.785710000e-01 9.696970000e-01 
9.295350000e-03  1.785710000e-01 9.696970000e-01 
9.305345000e-03  1.785710000e-01 9.696970000e-01 
9.315340000e-03  1.785710000e-01 9.696970000e-01 
9.325335000e-03  1.785710000e-01 9.696970000e-01 
9.335330000e-03  1.785710000e-01 9.696970000e-01 
9.345325000e-03  1.785710000e-01 9.696970000e-01 
9.355320000e-03  1.785710000e-01 9.696970000e-01 
9.365315000e-03  1.785710000e-01 9.696970000e-01 
9.375310000e-03  1.785710000e-01 9.696970000e-01 
9.385305000e-03  1.785710000e-01 9.696970000e-01 
9.395300000e-03  1.785710000e-01 9.696970000e-01 
9.405295000e-03  1.785710000e-01 9.696970000e-01 
9.415290000e-03  1.785710000e-01 9.696970000e-01 
9.425285000e-03  1.785710000e-01 9.696970000e-01 
9.435280000e-03  1.785710000e-01 9.696970000e-01 
9.445275000e-03  1.785710000e-01 9.696970000e-01 
9.455270000e-03  1.785710000e-01 9.696970000e-01 
9.465265000e-03  2.142860000e-01 9.696970000e-01 
9.475260000e-03  1.785710000e-01 9.696970000e-01 
9.485255000e-03  1.785710000e-01 9.696970000e-01 
9.495250000e-03  1.785710000e-01 7.575760000e-01 
9.505245000e-03  1.785710000e-01 4.242420000e-01 
9.515240000e-03  2.142860000e-01 2.727270000e-01 
9.525235000e-03  1.785710000e-01 1.818180000e-01 
9.535230000e-03  1.785710000e-01 1.212120000e-01 
9.545225000e-03  2.142860000e-01 9.090910000e-02 
9.555220000e-03  2.142860000e-01 9.090910000e-02 
9.565215000e-03  2.142860000e-01 6.060610000e-02 
9.575210000e-03  2.142860000e-01 6.060610000e-02 
9.585205000e-03  2.500000000e-01 6.060610000e-02 
9.595200000e-03  2.500000000e-01 6.060610000e-02 
9.605195000e-03  2.500000000e-01 6.060610000e-02 
9.615190000e-03  2.857140000e-01 3.030300000e-02 
9.625185000e-03  4.285710000e-01 6.060610000e-02 
9.635180000e-03  2.857140000e-01 3.030300000e-02 
9.645175000e-03  3.214290000e-01 6.060610000e-02 
9.655170000e-03  3.214290000e-01 6.060610000e-02 
9.665165000e-03  3.571430000e-01 6.060610000e-02 
9.675160000e-03  3.571430000e-01 3.030300000e-02 
9.685155000e-03  3.571430000e-01 6.060610000e-02 
9.695150000e-03  3.928570000e-01 3.030300000e-02 
9.705145000e-03  4.285710000e-01 3.030300000e-02 
9.715140000e-03  4.285710000e-01 3.030300000e-02 
9.725135000e-03  4.285710000e-01 6.060610000e-02 
9.735130000e-03  4.642860000e-01 6.060610000e-02 
9.745125000e-03  4.642860000e-01 3.030300000e-02 
9.755120000e-03  5.000000000e-01 6.060610000e-02 
9.765115000e-03  5.000000000e-01 3.030300000e-02 
9.775110000e-03  5.357140000e-01 6.060610000e-02 
9.785105000e-03  5.357140000e-01 6.060610000e-02 
9.795100000e-03  5.357140000e-01 3.030300000e-02 
9.805095000e-03  5.714290000e-01 6.060610000e-02 
9.815090000e-03  5.714290000e-01 3.030300000e-02 
9.825085000e-03  6.071430000e-01 3.030300000e-02 
9.835080000e-03  6.071430000e-01 3.030300000e-02 
9.845075000e-03  6.428570000e-01 3.030300000e-02 
9.855070000e-03  6.428570000e-01 3.030300000e-02 
9.865065000e-03  6.428570000e-01 3.030300000e-02 
9.875060000e-03  6.785710000e-01 6.060610000e-02 
