TIME     I(1.660000000e+01,1.100000000e+01,12) Vin(2.520000000e+00,2.190000000e+00) 
9.885055000e-03  6.785710000e-01 6.060610000e-02 
9.895050000e-03  7.142860000e-01 3.030300000e-02 
9.905045000e-03  7.142860000e-01 3.030300000e-02 
9.915040000e-03  7.500000000e-01 6.060610000e-02 
9.925035000e-03  7.500000000e-01 6.060610000e-02 
9.935030000e-03  7.500000000e-01 6.060610000e-02 
9.945025000e-03  7.500000000e-01 6.060610000e-02 
9.955020000e-03  7.500000000e-01 3.030300000e-02 
9.965015000e-03  7.857140000e-01 3.030300000e-02 
9.975010000e-03  7.857140000e-01 3.030300000e-02 
9.985005000e-03  7.857140000e-01 6.060610000e-02 
9.995000000e-03  8.214290000e-01 3.030300000e-02 
1.000499500e-02  8.214290000e-01 3.030300000e-02 
1.001499000e-02  8.214290000e-01 6.060610000e-02 
1.002498500e-02  8.214290000e-01 3.030300000e-02 
1.003498000e-02  8.214290000e-01 3.030300000e-02 
1.004497500e-02  8.214290000e-01 3.030300000e-02 
1.005497000e-02  8.214290000e-01 3.030300000e-02 
1.006496500e-02  8.571430000e-01 6.060610000e-02 
1.007496000e-02  1.000000000e+00 9.090910000e-02 
1.008495500e-02  8.214290000e-01 6.060610000e-02 
1.009495000e-02  8.214290000e-01 3.030300000e-02 
1.010494500e-02  8.571430000e-01 6.060610000e-02 
1.011494000e-02  8.214290000e-01 3.030300000e-02 
1.012493500e-02  8.571430000e-01 6.060610000e-02 
1.013493000e-02  8.214290000e-01 3.030300000e-02 
1.014492500e-02  8.214290000e-01 3.636360000e-01 
1.015492000e-02  8.214290000e-01 6.363640000e-01 
1.016491500e-02  8.214290000e-01 8.181820000e-01 
1.017491000e-02  8.214290000e-01 8.787880000e-01 
1.018490500e-02  7.857140000e-01 9.393940000e-01 
1.019490000e-02  7.857140000e-01 9.393940000e-01 
1.020489500e-02  7.857140000e-01 9.696970000e-01 
1.021489000e-02  7.500000000e-01 9.393940000e-01 
1.022488500e-02  7.500000000e-01 9.696970000e-01 
1.023488000e-02  7.500000000e-01 9.696970000e-01 
1.024487500e-02  7.500000000e-01 9.393940000e-01 
1.025487000e-02  7.142860000e-01 9.696970000e-01 
1.026486500e-02  7.142860000e-01 9.696970000e-01 
1.027486000e-02  7.142860000e-01 9.696970000e-01 
1.028485500e-02  6.785710000e-01 9.696970000e-01 
1.029485000e-02  6.785710000e-01 9.696970000e-01 
1.030484500e-02  6.785710000e-01 9.696970000e-01 
1.031484000e-02  6.785710000e-01 9.696970000e-01 
1.032483500e-02  6.428570000e-01 9.696970000e-01 
1.033483000e-02  6.428570000e-01 9.696970000e-01 
1.034482500e-02  6.428570000e-01 9.393940000e-01 
1.035482000e-02  6.428570000e-01 9.393940000e-01 
1.036481500e-02  6.071430000e-01 9.696970000e-01 
1.037481000e-02  6.071430000e-01 9.393940000e-01 
1.038480500e-02  6.071430000e-01 9.696970000e-01 
1.039480000e-02  6.071430000e-01 9.696970000e-01 
1.040479500e-02  5.714290000e-01 9.696970000e-01 
1.041479000e-02  5.714290000e-01 9.696970000e-01 
1.042478500e-02  5.714290000e-01 9.696970000e-01 
1.043478000e-02  5.357140000e-01 9.696970000e-01 
1.044477500e-02  5.714290000e-01 9.696970000e-01 
1.045477000e-02  5.357140000e-01 9.696970000e-01 
1.046476500e-02  5.357140000e-01 9.696970000e-01 
1.047476000e-02  5.357140000e-01 9.393940000e-01 
1.048475500e-02  5.357140000e-01 9.696970000e-01 
1.049475000e-02  5.000000000e-01 9.696970000e-01 
1.050474500e-02  5.000000000e-01 9.696970000e-01 
1.051474000e-02  5.000000000e-01 9.696970000e-01 
1.052473500e-02  4.642860000e-01 9.696970000e-01 
1.053473000e-02  4.642860000e-01 9.393940000e-01 
1.054472500e-02  4.642860000e-01 9.696970000e-01 
1.055472000e-02  4.642860000e-01 9.696970000e-01 
1.056471500e-02  4.642860000e-01 9.393940000e-01 
1.057471000e-02  4.642860000e-01 9.696970000e-01 
1.058470500e-02  4.642860000e-01 9.393940000e-01 
1.059470000e-02  4.285710000e-01 9.696970000e-01 
1.060469500e-02  4.285710000e-01 9.696970000e-01 
1.061469000e-02  4.285710000e-01 9.696970000e-01 
1.062468500e-02  4.285710000e-01 9.696970000e-01 
1.063468000e-02  4.285710000e-01 9.696970000e-01 
1.064467500e-02  4.285710000e-01 9.696970000e-01 
1.065467000e-02  3.928570000e-01 9.696970000e-01 
1.066466500e-02  3.928570000e-01 9.696970000e-01 
1.067466000e-02  3.928570000e-01 9.696970000e-01 
1.068465500e-02  3.571430000e-01 9.696970000e-01 
1.069465000e-02  3.571430000e-01 9.696970000e-01 
1.070464500e-02  3.571430000e-01 9.696970000e-01 
1.071464000e-02  3.571430000e-01 9.696970000e-01 
1.072463500e-02  3.571430000e-01 9.696970000e-01 
1.073463000e-02  3.571430000e-01 9.696970000e-01 
1.074462500e-02  3.214290000e-01 9.696970000e-01 
1.075462000e-02  3.214290000e-01 9.696970000e-01 
1.076461500e-02  3.214290000e-01 9.696970000e-01 
1.077461000e-02  3.214290000e-01 9.696970000e-01 
1.078460500e-02  3.214290000e-01 9.696970000e-01 
1.079460000e-02  2.857140000e-01 9.696970000e-01 
1.080459500e-02  2.857140000e-01 9.696970000e-01 
1.081459000e-02  2.857140000e-01 9.696970000e-01 
1.082458500e-02  2.857140000e-01 9.696970000e-01 
1.083458000e-02  2.857140000e-01 9.393940000e-01 
1.084457500e-02  2.857140000e-01 9.696970000e-01 
1.085457000e-02  2.500000000e-01 9.696970000e-01 
1.086456500e-02  2.500000000e-01 9.696970000e-01 
1.087456000e-02  2.500000000e-01 9.696970000e-01 
1.088455500e-02  2.500000000e-01 9.696970000e-01 
1.089455000e-02  2.500000000e-01 9.696970000e-01 
1.090454500e-02  2.142860000e-01 9.696970000e-01 
1.091454000e-02  2.142860000e-01 9.696970000e-01 
1.092453500e-02  2.142860000e-01 9.696970000e-01 
1.093453000e-02  2.142860000e-01 9.696970000e-01 
1.094452500e-02  2.142860000e-01 9.696970000e-01 
1.095452000e-02  2.142860000e-01 9.696970000e-01 
1.096451500e-02  2.142860000e-01 9.696970000e-01 
1.097451000e-02  1.785710000e-01 9.696970000e-01 
1.098450500e-02  1.785710000e-01 9.393940000e-01 
1.099450000e-02  1.785710000e-01 9.696970000e-01 
1.100449500e-02  1.785710000e-01 9.696970000e-01 
1.101449000e-02  1.785710000e-01 9.696970000e-01 
1.102448500e-02  1.785710000e-01 9.696970000e-01 
1.103448000e-02  1.428570000e-01 9.696970000e-01 
1.104447500e-02  1.428570000e-01 9.696970000e-01 
1.105447000e-02  1.428570000e-01 9.696970000e-01 
1.106446500e-02  1.428570000e-01 9.696970000e-01 
1.107446000e-02  1.428570000e-01 9.696970000e-01 
1.108445500e-02  1.428570000e-01 9.696970000e-01 
1.109445000e-02  1.428570000e-01 9.696970000e-01 
1.110444500e-02  1.428570000e-01 9.393940000e-01 
1.111444000e-02  1.428570000e-01 9.696970000e-01 
1.112443500e-02  1.428570000e-01 9.696970000e-01 
1.113443000e-02  1.071430000e-01 9.696970000e-01 
1.114442500e-02  1.071430000e-01 9.696970000e-01 
1.115442000e-02  1.071430000e-01 9.393940000e-01 
1.116441500e-02  1.071430000e-01 9.696970000e-01 
1.117441000e-02  1.071430000e-01 9.696970000e-01 
1.118440500e-02  1.071430000e-01 9.696970000e-01 
1.119440000e-02  1.071430000e-01 9.696970000e-01 
1.120439500e-02  1.071430000e-01 9.696970000e-01 
1.121439000e-02  1.071430000e-01 9.696970000e-01 
1.122438500e-02  1.071430000e-01 9.696970000e-01 
1.123438000e-02  1.071430000e-01 9.696970000e-01 
1.124437500e-02  1.071430000e-01 9.393940000e-01 
1.125437000e-02  1.071430000e-01 9.696970000e-01 
1.126436500e-02  1.071430000e-01 9.393940000e-01 
1.127436000e-02  1.071430000e-01 9.696970000e-01 
1.128435500e-02  1.071430000e-01 9.696970000e-01 
1.129435000e-02  1.071430000e-01 9.696970000e-01 
1.130434500e-02  1.071430000e-01 9.696970000e-01 
1.131434000e-02  1.071430000e-01 9.696970000e-01 
1.132433500e-02  1.071430000e-01 9.696970000e-01 
1.133433000e-02  1.071430000e-01 9.696970000e-01 
1.134432500e-02  1.071430000e-01 9.393940000e-01 
1.135432000e-02  1.071430000e-01 9.696970000e-01 
1.136431500e-02  1.071430000e-01 9.696970000e-01 
1.137431000e-02  1.071430000e-01 9.696970000e-01 
1.138430500e-02  1.428570000e-01 9.696970000e-01 
1.139430000e-02  1.071430000e-01 9.696970000e-01 
1.140429500e-02  1.428570000e-01 9.393940000e-01 
1.141429000e-02  1.428570000e-01 9.696970000e-01 
1.142428500e-02  1.428570000e-01 9.696970000e-01 
1.143428000e-02  1.428570000e-01 9.696970000e-01 
1.144427500e-02  1.428570000e-01 9.696970000e-01 
1.145427000e-02  1.428570000e-01 9.696970000e-01 
1.146426500e-02  1.428570000e-01 9.696970000e-01 
1.147426000e-02  1.428570000e-01 9.696970000e-01 
1.148425500e-02  1.428570000e-01 9.696970000e-01 
1.149425000e-02  1.428570000e-01 9.696970000e-01 
1.150424500e-02  1.428570000e-01 9.696970000e-01 
1.151424000e-02  1.428570000e-01 9.696970000e-01 
1.152423500e-02  1.428570000e-01 9.696970000e-01 
1.153423000e-02  1.785710000e-01 9.696970000e-01 
1.154422500e-02  1.785710000e-01 9.696970000e-01 
1.155422000e-02  1.428570000e-01 9.393940000e-01 
1.156421500e-02  1.785710000e-01 9.696970000e-01 
1.157421000e-02  1.785710000e-01 9.696970000e-01 
1.158420500e-02  1.785710000e-01 9.696970000e-01 
1.159420000e-02  1.785710000e-01 9.696970000e-01 
1.160419500e-02  1.785710000e-01 9.696970000e-01 
1.161419000e-02  1.785710000e-01 9.696970000e-01 
1.162418500e-02  1.785710000e-01 9.696970000e-01 
1.163418000e-02  1.785710000e-01 9.696970000e-01 
1.164417500e-02  1.785710000e-01 9.696970000e-01 
1.165417000e-02  1.785710000e-01 9.696970000e-01 
1.166416500e-02  1.785710000e-01 9.696970000e-01 
1.167416000e-02  1.785710000e-01 9.696970000e-01 
1.168415500e-02  1.785710000e-01 9.696970000e-01 
1.169415000e-02  1.785710000e-01 9.696970000e-01 
1.170414500e-02  1.785710000e-01 9.696970000e-01 
1.171414000e-02  1.785710000e-01 9.393940000e-01 
1.172413500e-02  1.785710000e-01 9.696970000e-01 
1.173413000e-02  2.142860000e-01 9.696970000e-01 
1.174412500e-02  1.785710000e-01 9.696970000e-01 
1.175412000e-02  2.142860000e-01 9.696970000e-01 
1.176411500e-02  2.142860000e-01 9.696970000e-01 
1.177411000e-02  2.142860000e-01 9.696970000e-01 
1.178410500e-02  2.142860000e-01 9.696970000e-01 
1.179410000e-02  2.142860000e-01 9.696970000e-01 
1.180409500e-02  2.142860000e-01 9.696970000e-01 
1.181409000e-02  2.142860000e-01 9.696970000e-01 
1.182408500e-02  2.142860000e-01 9.393940000e-01 
1.183408000e-02  2.142860000e-01 9.696970000e-01 
1.184407500e-02  1.785710000e-01 9.696970000e-01 
1.185407000e-02  2.142860000e-01 9.696970000e-01 
1.186406500e-02  2.142860000e-01 9.696970000e-01 
1.187406000e-02  2.142860000e-01 9.696970000e-01 
1.188405500e-02  2.142860000e-01 9.696970000e-01 
1.189405000e-02  2.142860000e-01 9.696970000e-01 
1.190404500e-02  2.142860000e-01 9.696970000e-01 
1.191404000e-02  2.142860000e-01 9.696970000e-01 
1.192403500e-02  2.142860000e-01 9.696970000e-01 
1.193403000e-02  2.142860000e-01 9.696970000e-01 
1.194402500e-02  1.785710000e-01 9.393940000e-01 
1.195402000e-02  2.142860000e-01 9.393940000e-01 
1.196401500e-02  2.142860000e-01 9.696970000e-01 
1.197401000e-02  1.785710000e-01 9.696970000e-01 
1.198400500e-02  2.142860000e-01 9.696970000e-01 
1.199400000e-02  2.142860000e-01 9.696970000e-01 
1.200399500e-02  1.785710000e-01 9.393940000e-01 
1.201399000e-02  1.785710000e-01 9.696970000e-01 
1.202398500e-02  2.142860000e-01 9.696970000e-01 
1.203398000e-02  1.785710000e-01 9.696970000e-01 
1.204397500e-02  1.785710000e-01 9.696970000e-01 
1.205397000e-02  2.142860000e-01 9.696970000e-01 
1.206396500e-02  1.785710000e-01 9.696970000e-01 
1.207396000e-02  1.785710000e-01 9.393940000e-01 
1.208395500e-02  2.142860000e-01 9.696970000e-01 
1.209395000e-02  1.785710000e-01 9.696970000e-01 
1.210394500e-02  1.785710000e-01 9.696970000e-01 
1.211394000e-02  1.785710000e-01 9.696970000e-01 
1.212393500e-02  1.785710000e-01 9.090910000e-01 
1.213393000e-02  1.785710000e-01 5.151520000e-01 
1.214392500e-02  1.785710000e-01 3.030300000e-01 
1.215392000e-02  1.785710000e-01 2.121210000e-01 
1.216391500e-02  0.000000000e+00 9.090910000e-02 
1.217391000e-02  2.142860000e-01 1.212120000e-01 
1.218390500e-02  2.142860000e-01 9.090910000e-02 
1.219390000e-02  2.142860000e-01 6.060610000e-02 
1.220389500e-02  2.142860000e-01 6.060610000e-02 
1.221389000e-02  2.142860000e-01 6.060610000e-02 
1.222388500e-02  2.500000000e-01 6.060610000e-02 
1.223388000e-02  2.500000000e-01 6.060610000e-02 
1.224387500e-02  2.500000000e-01 3.030300000e-02 
1.225387000e-02  2.857140000e-01 3.030300000e-02 
1.226386500e-02  2.857140000e-01 6.060610000e-02 
1.227386000e-02  2.857140000e-01 3.030300000e-02 
1.228385500e-02  3.214290000e-01 3.030300000e-02 
1.229385000e-02  2.857140000e-01 3.030300000e-02 
1.230384500e-02  3.214290000e-01 3.030300000e-02 
1.231384000e-02  3.571430000e-01 3.030300000e-02 
1.232383500e-02  3.571430000e-01 3.030300000e-02 
1.233383000e-02  3.571430000e-01 6.060610000e-02 
1.234382500e-02  4.285710000e-01 6.060610000e-02 
1.235382000e-02  4.285710000e-01 3.030300000e-02 
1.236381500e-02  4.285710000e-01 3.030300000e-02 
1.237381000e-02  4.285710000e-01 3.030300000e-02 
1.238380500e-02  4.642860000e-01 6.060610000e-02 
1.239380000e-02  4.642860000e-01 3.030300000e-02 
1.240379500e-02  5.000000000e-01 6.060610000e-02 
1.241379000e-02  5.357140000e-01 6.060610000e-02 
1.242378500e-02  5.357140000e-01 6.060610000e-02 
1.243378000e-02  5.357140000e-01 6.060610000e-02 
1.244377500e-02  5.714290000e-01 6.060610000e-02 
1.245377000e-02  4.642860000e-01 3.030300000e-02 
1.246376500e-02  6.071430000e-01 3.030300000e-02 
1.247376000e-02  6.071430000e-01 3.030300000e-02 
1.248375500e-02  6.428570000e-01 3.030300000e-02 
1.249375000e-02  6.428570000e-01 3.030300000e-02 
1.250374500e-02  6.428570000e-01 3.030300000e-02 
1.251374000e-02  6.785710000e-01 3.030300000e-02 
1.252373500e-02  6.785710000e-01 3.030300000e-02 
1.253373000e-02  6.785710000e-01 3.030300000e-02 
1.254372500e-02  7.142860000e-01 3.030300000e-02 
1.255372000e-02  7.142860000e-01 3.030300000e-02 
1.256371500e-02  7.500000000e-01 3.030300000e-02 
1.257371000e-02  7.500000000e-01 3.030300000e-02 
1.258370500e-02  7.500000000e-01 6.060610000e-02 
1.259370000e-02  7.500000000e-01 3.030300000e-02 
1.260369500e-02  7.857140000e-01 3.030300000e-02 
1.261369000e-02  7.857140000e-01 3.030300000e-02 
1.262368500e-02  7.857140000e-01 3.030300000e-02 
1.263368000e-02  8.214290000e-01 6.060610000e-02 
1.264367500e-02  8.214290000e-01 6.060610000e-02 
1.265367000e-02  8.214290000e-01 3.030300000e-02 
1.266366500e-02  8.214290000e-01 3.030300000e-02 
1.267366000e-02  8.214290000e-01 3.030300000e-02 
1.268365500e-02  8.214290000e-01 6.060610000e-02 
1.269365000e-02  8.214290000e-01 3.030300000e-02 
1.270364500e-02  8.214290000e-01 3.030300000e-02 
1.271364000e-02  8.214290000e-01 3.030300000e-02 
1.272363500e-02  8.571430000e-01 3.030300000e-02 
1.273363000e-02  8.571430000e-01 3.030300000e-02 
1.274362500e-02  7.857140000e-01 3.030300000e-02 
1.275362000e-02  8.214290000e-01 3.030300000e-02 
1.276361500e-02  8.214290000e-01 6.060610000e-02 
1.277361000e-02  8.214290000e-01 3.030300000e-02 
1.278360500e-02  8.214290000e-01 6.060610000e-02 
1.279360000e-02  8.214290000e-01 2.424240000e-01 
1.280359500e-02  8.214290000e-01 5.757580000e-01 
1.281359000e-02  8.214290000e-01 7.575760000e-01 
1.282358500e-02  7.857140000e-01 8.787880000e-01 
1.283358000e-02  7.857140000e-01 9.090910000e-01 
1.284357500e-02  7.857140000e-01 9.393940000e-01 
1.285357000e-02  7.500000000e-01 9.393940000e-01 
1.286356500e-02  7.500000000e-01 9.696970000e-01 
1.287356000e-02  7.500000000e-01 9.696970000e-01 
1.288355500e-02  7.500000000e-01 9.696970000e-01 
1.289355000e-02  7.500000000e-01 9.696970000e-01 
1.290354500e-02  7.142860000e-01 9.696970000e-01 
1.291354000e-02  7.142860000e-01 9.696970000e-01 
1.292353500e-02  6.785710000e-01 9.696970000e-01 
1.293353000e-02  6.785710000e-01 9.696970000e-01 
1.294352500e-02  6.785710000e-01 9.696970000e-01 
1.295352000e-02  6.785710000e-01 9.393940000e-01 
1.296351500e-02  6.785710000e-01 9.696970000e-01 
1.297351000e-02  6.428570000e-01 9.696970000e-01 
1.298350500e-02  6.428570000e-01 9.696970000e-01 
1.299350000e-02  6.428570000e-01 9.696970000e-01 
1.300349500e-02  6.071430000e-01 9.696970000e-01 
1.301349000e-02  6.071430000e-01 9.393940000e-01 
1.302348500e-02  6.071430000e-01 9.696970000e-01 
1.303348000e-02  6.071430000e-01 9.696970000e-01 
1.304347500e-02  6.071430000e-01 9.696970000e-01 
1.305347000e-02  5.714290000e-01 9.393940000e-01 
1.306346500e-02  5.714290000e-01 9.696970000e-01 
1.307346000e-02  5.714290000e-01 9.696970000e-01 
1.308345500e-02  5.714290000e-01 9.393940000e-01 
1.309345000e-02  5.357140000e-01 9.696970000e-01 
1.310344500e-02  5.357140000e-01 9.696970000e-01 
1.311344000e-02  5.357140000e-01 9.696970000e-01 
1.312343500e-02  5.000000000e-01 9.696970000e-01 
1.313343000e-02  5.000000000e-01 9.696970000e-01 
1.314342500e-02  5.000000000e-01 9.393940000e-01 
1.315342000e-02  5.000000000e-01 9.696970000e-01 
1.316341500e-02  5.000000000e-01 9.696970000e-01 
1.317341000e-02  5.000000000e-01 9.696970000e-01 
1.318340500e-02  4.642860000e-01 9.696970000e-01 
1.319340000e-02  4.642860000e-01 9.696970000e-01 
1.320339500e-02  4.642860000e-01 9.393940000e-01 
1.321339000e-02  4.642860000e-01 9.696970000e-01 
1.322338500e-02  4.285710000e-01 9.696970000e-01 
1.323338000e-02  4.285710000e-01 9.696970000e-01 
1.324337500e-02  4.285710000e-01 9.696970000e-01 
1.325337000e-02  4.285710000e-01 9.696970000e-01 
1.326336500e-02  4.285710000e-01 9.696970000e-01 
1.327336000e-02  4.285710000e-01 9.696970000e-01 
1.328335500e-02  4.285710000e-01 9.696970000e-01 
1.329335000e-02  3.928570000e-01 9.696970000e-01 
1.330334500e-02  3.928570000e-01 9.696970000e-01 
1.331334000e-02  3.928570000e-01 9.393940000e-01 
1.332333500e-02  3.571430000e-01 9.696970000e-01 
1.333333000e-02  3.571430000e-01 9.696970000e-01 
1.334332500e-02  3.571430000e-01 9.696970000e-01 
1.335332000e-02  3.571430000e-01 9.696970000e-01 
1.336331500e-02  3.571430000e-01 9.696970000e-01 
1.337331000e-02  3.571430000e-01 9.696970000e-01 
1.338330500e-02  3.571430000e-01 9.696970000e-01 
1.339330000e-02  3.214290000e-01 9.393940000e-01 
1.340329500e-02  3.214290000e-01 9.696970000e-01 
1.341329000e-02  3.214290000e-01 9.696970000e-01 
1.342328500e-02  3.214290000e-01 9.696970000e-01 
1.343328000e-02  3.214290000e-01 9.393940000e-01 
1.344327500e-02  2.857140000e-01 6.363640000e-01 
1.345327000e-02  2.857140000e-01 3.636360000e-01 
1.346326500e-02  2.857140000e-01 2.121210000e-01 
1.347326000e-02  2.857140000e-01 1.515150000e-01 
1.348325500e-02  2.857140000e-01 1.212120000e-01 
1.349325000e-02  2.857140000e-01 9.090910000e-02 
1.350324500e-02  2.857140000e-01 6.060610000e-02 
1.351324000e-02  2.857140000e-01 6.060610000e-02 
1.352323500e-02  2.857140000e-01 6.060610000e-02 
1.353323000e-02  3.214290000e-01 6.060610000e-02 
1.354322500e-02  3.214290000e-01 6.060610000e-02 
1.355322000e-02  3.214290000e-01 3.030300000e-02 
1.356321500e-02  3.214290000e-01 3.030300000e-02 
1.357321000e-02  3.214290000e-01 3.030300000e-02 
1.358320500e-02  3.214290000e-01 3.030300000e-02 
1.359320000e-02  3.571430000e-01 3.030300000e-02 
1.360319500e-02  3.571430000e-01 3.030300000e-02 
1.361319000e-02  3.571430000e-01 3.030300000e-02 
1.362318500e-02  3.571430000e-01 3.030300000e-02 
1.363318000e-02  3.571430000e-01 6.060610000e-02 
1.364317500e-02  4.642860000e-01 6.060610000e-02 
1.365317000e-02  3.928570000e-01 3.030300000e-02 
1.366316500e-02  3.928570000e-01 3.030300000e-02 
1.367316000e-02  4.285710000e-01 3.030300000e-02 
1.368315500e-02  4.285710000e-01 3.030300000e-02 
1.369315000e-02  4.285710000e-01 3.030300000e-02 
1.370314500e-02  4.642860000e-01 3.030300000e-02 
1.371314000e-02  4.642860000e-01 3.030300000e-02 
1.372313500e-02  4.642860000e-01 3.030300000e-02 
1.373313000e-02  4.642860000e-01 6.060610000e-02 
1.374312500e-02  5.000000000e-01 3.030300000e-02 
1.375312000e-02  5.000000000e-01 3.030300000e-02 
1.376311500e-02  5.357140000e-01 3.030300000e-02 
1.377311000e-02  5.357140000e-01 6.060610000e-02 
1.378310500e-02  5.357140000e-01 3.030300000e-02 
1.379310000e-02  5.714290000e-01 3.030300000e-02 
1.380309500e-02  3.928570000e-01 0.000000000e+00 
1.381309000e-02  5.714290000e-01 3.030300000e-02 
1.382308500e-02  6.071430000e-01 3.030300000e-02 
1.383308000e-02  6.071430000e-01 3.030300000e-02 
1.384307500e-02  6.428570000e-01 3.030300000e-02 
1.385307000e-02  6.428570000e-01 3.030300000e-02 
1.386306500e-02  6.428570000e-01 3.030300000e-02 
1.387306000e-02  6.428570000e-01 3.030300000e-02 
1.388305500e-02  6.785710000e-01 3.030300000e-02 
1.389305000e-02  6.785710000e-01 3.030300000e-02 
1.390304500e-02  6.785710000e-01 6.060610000e-02 
1.391304000e-02  7.142860000e-01 3.030300000e-02 
1.392303500e-02  7.142860000e-01 3.030300000e-02 
1.393303000e-02  7.142860000e-01 3.030300000e-02 
1.394302500e-02  7.142860000e-01 3.030300000e-02 
1.395302000e-02  7.500000000e-01 3.030300000e-02 
1.396301500e-02  7.500000000e-01 6.060610000e-02 
1.397301000e-02  7.500000000e-01 3.030300000e-02 
1.398300500e-02  7.500000000e-01 3.030300000e-02 
1.399300000e-02  7.500000000e-01 3.030300000e-02 
1.400299500e-02  7.500000000e-01 3.030300000e-02 
1.401299000e-02  7.500000000e-01 3.030300000e-02 
1.402298500e-02  7.500000000e-01 3.030300000e-02 
1.403298000e-02  7.857140000e-01 3.030300000e-02 
1.404297500e-02  7.857140000e-01 3.030300000e-02 
1.405297000e-02  7.857140000e-01 3.030300000e-02 
1.406296500e-02  7.857140000e-01 3.030300000e-02 
1.407296000e-02  7.857140000e-01 3.030300000e-02 
1.408295500e-02  7.857140000e-01 3.030300000e-02 
1.409295000e-02  7.500000000e-01 3.030300000e-02 
1.410294500e-02  7.857140000e-01 3.030300000e-02 
1.411294000e-02  7.857140000e-01 2.121210000e-01 
1.412293500e-02  7.857140000e-01 5.454550000e-01 
1.413293000e-02  7.857140000e-01 7.575760000e-01 
1.414292500e-02  7.500000000e-01 8.484850000e-01 
1.415292000e-02  7.500000000e-01 9.090910000e-01 
1.416291500e-02  7.500000000e-01 9.393940000e-01 
1.417291000e-02  7.500000000e-01 9.393940000e-01 
1.418290500e-02  7.142860000e-01 9.393940000e-01 
1.419290000e-02  7.142860000e-01 9.696970000e-01 
1.420289500e-02  7.142860000e-01 9.393940000e-01 
1.421289000e-02  6.785710000e-01 9.696970000e-01 
1.422288500e-02  6.785710000e-01 9.696970000e-01 
1.423288000e-02  6.785710000e-01 9.393940000e-01 
1.424287500e-02  6.785710000e-01 9.696970000e-01 
1.425287000e-02  6.428570000e-01 9.696970000e-01 
1.426286500e-02  6.428570000e-01 9.696970000e-01 
1.427286000e-02  6.428570000e-01 9.696970000e-01 
1.428285500e-02  6.428570000e-01 9.696970000e-01 
1.429285000e-02  6.071430000e-01 9.393940000e-01 
1.430284500e-02  6.071430000e-01 9.696970000e-01 
1.431284000e-02  6.071430000e-01 9.696970000e-01 
1.432283500e-02  6.071430000e-01 9.696970000e-01 
1.433283000e-02  6.071430000e-01 9.696970000e-01 
1.434282500e-02  5.714290000e-01 9.393940000e-01 
1.435282000e-02  5.714290000e-01 9.696970000e-01 
1.436281500e-02  5.714290000e-01 9.696970000e-01 
1.437281000e-02  5.357140000e-01 9.696970000e-01 
1.438280500e-02  5.357140000e-01 9.696970000e-01 
1.439280000e-02  5.357140000e-01 9.696970000e-01 
1.440279500e-02  5.357140000e-01 9.696970000e-01 
1.441279000e-02  5.000000000e-01 9.696970000e-01 
1.442278500e-02  5.000000000e-01 9.696970000e-01 
1.443278000e-02  5.000000000e-01 9.696970000e-01 
1.444277500e-02  5.000000000e-01 9.696970000e-01 
1.445277000e-02  5.000000000e-01 9.696970000e-01 
1.446276500e-02  4.642860000e-01 9.696970000e-01 
1.447276000e-02  4.642860000e-01 9.696970000e-01 
1.448275500e-02  4.642860000e-01 9.696970000e-01 
1.449275000e-02  4.642860000e-01 9.696970000e-01 
1.450274500e-02  4.642860000e-01 9.696970000e-01 
1.451274000e-02  4.285710000e-01 9.696970000e-01 
1.452273500e-02  4.285710000e-01 9.393940000e-01 
1.453273000e-02  4.285710000e-01 9.696970000e-01 
1.454272500e-02  4.285710000e-01 9.696970000e-01 
1.455272000e-02  4.285710000e-01 9.696970000e-01 
1.456271500e-02  4.285710000e-01 9.696970000e-01 
1.457271000e-02  3.928570000e-01 9.696970000e-01 
1.458270500e-02  3.928570000e-01 9.696970000e-01 
1.459270000e-02  3.928570000e-01 9.696970000e-01 
1.460269500e-02  3.571430000e-01 9.696970000e-01 
1.461269000e-02  3.571430000e-01 9.696970000e-01 
1.462268500e-02  3.571430000e-01 9.696970000e-01 
1.463268000e-02  3.571430000e-01 9.696970000e-01 
1.464267500e-02  3.571430000e-01 9.696970000e-01 
1.465267000e-02  3.571430000e-01 9.393940000e-01 
1.466266500e-02  3.571430000e-01 9.696970000e-01 
1.467266000e-02  3.214290000e-01 9.696970000e-01 
1.468265500e-02  3.214290000e-01 9.696970000e-01 
1.469265000e-02  3.214290000e-01 9.696970000e-01 
1.470264500e-02  3.214290000e-01 9.696970000e-01 
1.471264000e-02  2.857140000e-01 9.696970000e-01 
1.472263500e-02  2.857140000e-01 9.696970000e-01 
1.473263000e-02  2.857140000e-01 9.696970000e-01 
1.474262500e-02  2.857140000e-01 9.696970000e-01 
1.475262000e-02  2.857140000e-01 9.696970000e-01 
1.476261500e-02  2.857140000e-01 9.393940000e-01 
1.477261000e-02  2.857140000e-01 9.696970000e-01 
1.478260500e-02  2.500000000e-01 9.393940000e-01 
1.479260000e-02  2.500000000e-01 9.696970000e-01 
1.480259500e-02  2.500000000e-01 9.696970000e-01 
1.481259000e-02  2.500000000e-01 9.393940000e-01 
1.482258500e-02  2.500000000e-01 9.696970000e-01 
1.483258000e-02  2.142860000e-01 9.696970000e-01 
1.484257500e-02  2.142860000e-01 9.696970000e-01 
1.485257000e-02  2.142860000e-01 9.696970000e-01 
